Motion,SSIM,Brightness
0.1778,0.7297,151.85
0.2869,0.7297,152.08
0.3078,0.7297,152.21
0.2793,0.7297,149.31
0.3785,0.7297,140.38
0.3306,0.7297,138.75
0.2537,0.7297,139.14
0.3927,0.6588,138.46
0.3694,0.6588,138.45
0.3984,0.6588,139.06
0.2466,0.6588,139.17
0.1844,0.6588,139.41
0.0875,0.6588,139.45
0.1299,0.6588,139.53
0.2671,0.6588,139.37
0.4422,0.6478,132.9
0.4911,0.6478,129.44
0.2188,0.6478,126.29
0.2045,0.6478,126.29
0.2505,0.6478,129.66
0.2275,0.6478,129.78
0.2191,0.6478,129.94
0.3036,0.6478,132.87
0.2282,0.6423,132.15
0.3085,0.6423,125.84
0.2743,0.6423,123.41
0.2583,0.6423,125.2
0.2048,0.6423,124.65
0.4518,0.6423,80.23
0.2145,0.6423,21.42
0.0002,0.6423,36.63
0.0015,0.4325,40.64
0.0012,0.4325,42.05
0.0024,0.4325,43.26
0.0015,0.4325,44.41
0.0019,0.4325,45.43
0.0026,0.4325,46.16
0.0913,0.4325,213.46
0.2302,0.4325,218.19
0.2601,0.6401,215.74
0.2333,0.6401,207.5
0.1686,0.6401,205.31
0.2612,0.6401,205.26
0.2528,0.6401,205.46
0.1932,0.6401,205.99
0.1756,0.6401,205.64
0.0896,0.6401,205.61
0.2026,0.6422,206.04
0.2537,0.6422,206.19
0.2643,0.6422,207.03
0.2092,0.6422,206.77
0.3021,0.6422,199.04
0.3295,0.6422,141.59
0.5856,0.6422,142.13
0.3771,0.6422,135.23
0.5294,0.4167,102.09
0.4495,0.4167,83.49
0.2405,0.4167,78.67
0.1972,0.4167,89.33
0.3058,0.4167,79.51
0.2354,0.4167,93.95
0.3316,0.4167,62.86
0.3031,0.4167,200.9
0.3615,0.6783,192.2
0.3315,0.6783,171.67
0.4086,0.6783,165.34
0.3995,0.6783,151.45
0.3589,0.6783,153.64
0.3374,0.6783,159.67
0.2027,0.6783,160.91
0.211,0.6783,159.4
0.2643,0.6926,157.52
0.2147,0.6926,156.48
0.1766,0.6926,156.33
0.212,0.6926,148.21
0.0,1.0,152.35
0.2338,1.0,164.83
0.2235,1.0,165.37
0.1963,1.0,165.16
0.1307,1.0,164.78
0.1457,1.0,164.2
0.2421,1.0,163.72
0.1554,0.8188,163.28
0.3649,0.8188,178.08
0.381,0.8188,143.29
0.3378,0.8188,142.77
0.3563,0.8188,140.04
0.0,1.0,157.41
0.4275,1.0,145.83
0.2524,1.0,144.54
0.2886,1.0,141.76
0.3264,1.0,142.79
0.3721,1.0,150.52
0.368,0.6711,143.81
0.3485,0.6711,151.09
0.3444,0.6711,143.65
0.3252,0.6711,146.19
0.0,1.0,184.89
0.1155,1.0,121.28
0.0222,1.0,121.08
0.0147,1.0,121.11
0.0189,1.0,121.11
0.0186,1.0,121.12
0.011,0.8187,121.13
0.0128,0.8187,121.13
0.0152,0.8187,121.15
0.0146,0.8187,121.15
0.0109,0.8187,121.14
0.018,0.8187,121.15
0.0141,0.8187,121.16
0.014,0.8187,121.19
0.012,0.8189,121.18
0.0154,0.8189,121.16
0.0194,0.8189,121.19
0.0157,0.8189,121.13
0.0141,0.8189,120.89
0.0148,0.8189,120.3
0.2553,0.8189,31.15
0.0089,0.8189,46.09
0.0058,0.3898,48.01
0.0023,0.3898,47.97
0.0039,0.3898,47.95
0.0054,0.3898,47.98
0.0039,0.3898,47.88
0.0042,0.3898,48.08
0.0061,0.3898,48.46
0.0041,0.3898,48.78
0.0072,0.3898,48.98
0.0046,0.3982,49.2
0.0046,0.3982,48.81
0.0127,0.3982,225.41
0.0308,0.3982,250.13
0.1331,0.3982,241.16
0.2171,0.3982,204.94
0.2212,0.3982,154.45
0.27,0.3982,110.59
0.0151,0.7333,110.34
0.0142,0.7333,110.31
0.0228,0.7333,110.29
0.0108,0.7333,110.3
0.01,0.7333,110.27
0.0095,0.7333,110.27
0.0085,0.7333,110.34
0.0109,0.7333,110.38
0.0146,0.7481,110.32
0.0118,0.7481,110.31
0.0096,0.7481,110.31
0.0073,0.7481,110.17
0.0126,0.7481,110.25
0.0466,0.7481,98.47
0.4295,0.7481,144.41
0.4108,0.7481,142.34
0.2754,0.5592,88.64
0.4188,0.5592,165.91
0.3875,0.5592,161.71
0.2574,0.5592,119.47
0.0732,0.5592,116.23
0.0263,0.5592,116.45
0.065,0.5592,109.56
0.0725,0.5592,118.21
0.0147,0.7704,118.21
0.0338,0.7704,116.69
0.3484,0.7704,76.2
0.4054,0.7704,148.71
0.2528,0.7704,113.12
0.3042,0.7704,107.63
0.434,0.7704,170.58
0.331,0.7704,159.01
0.2405,0.6429,103.57
0.3911,0.6429,153.92
0.3866,0.6429,134.5
0.3789,0.6429,125.97
0.5088,0.6429,159.25
0.4899,0.6429,155.71
0.2514,0.6429,125.04
0.0245,0.6429,125.24
0.02,0.8197,125.3
0.0152,0.8197,125.27
0.0133,0.8197,125.27
0.0168,0.8197,125.25
0.0189,0.8197,124.19
0.0643,0.8197,120.24
0.1749,0.8197,92.23
0.4186,0.8197,135.23
0.2832,0.6623,133.55
0.5453,0.6623,153.19
0.4084,0.6623,171.14
0.2494,0.6623,114.07
0.268,0.6623,91.04
0.3956,0.6623,157.82
0.273,0.6623,128.55
0.4759,0.6623,160.7
0.4144,0.8012,188.56
0.2805,0.8012,142.54
0.1006,0.8012,119.72
0.0199,0.8012,120.21
0.0077,0.8012,120.2
0.0154,0.8012,120.26
0.0165,0.8012,120.19
0.0117,0.8012,120.17
0.011,0.7845,120.19
0.0109,0.7845,120.21
0.0138,0.7845,120.2
0.0169,0.7845,120.13
0.011,0.7845,119.89
0.0091,0.7845,119.19
0.3872,0.7845,92.43
0.3033,0.7845,106.73
0.3885,0.5363,113.05
0.0985,0.5363,118.34
0.447,0.5363,119.61
0.0297,0.5363,126.55
0.0336,0.5363,130.87
0.0233,0.5363,130.51
0.0303,0.5363,130.56
0.0303,0.5363,130.63
0.0269,0.4714,130.47
0.0255,0.4714,130.42
0.0323,0.4714,130.45
0.0333,0.4714,130.4
0.0276,0.4714,130.51
0.0267,0.4714,130.39
0.031,0.4714,130.34
0.0309,0.4714,130.07
0.0401,0.4701,129.91
0.7908,0.4701,130.99
0.6214,0.4701,163.32
0.4582,0.4701,159.1
0.3935,0.4701,118.07
0.3081,0.4701,117.63
0.3032,0.4701,119.64
0.0652,0.4701,110.03
0.2991,0.4783,87.97
0.2749,0.4783,105.01
0.4862,0.4783,129.54
0.4879,0.4783,144.86
0.5432,0.4783,170.73
